id,owner_id,name,access_token,model,is_active,created_at,updated_at,total_distance,total_distance_updated_at
"01JDHH7FZRPGPNJN7TXA5F7TGG","01JDFEDF008NTA922W12FS7800",FC-P18-2082,e5359b4867cd4349da2a3f8beeaafd6c807696128f62f94e4b8b1cd5cb8ea4c3,フレックスコンフォート PRO,"0","2024-11-25 11:27:39.000000","2024-11-25 11:27:39.000000","0",
"01JDHJ0MNRHBW8SX79CH0C9DPJ","01JDFEDF008NTA922W12FS7800",SL-GX32-9605,929d6e61342306dde795e65ffde1769e3fd24084eb537397d92a80eb7bda2a55,スリムライン GX,"0","2024-11-25 11:41:23.000000","2024-11-25 11:41:23.000000",25,"2024-11-25 23:36:43.000000"
"01JDHKS3A843HJAVM6JWWWZ8DQ","01JDFEDF008NTA922W12FS7800",RZ-07-2762,7d012ceda1257c6007aa97feca7f39aa5c0661b9e61e82b36a8568d9623f84a9,リラックス座,"0","2024-11-25 12:12:13.000000","2024-11-25 12:12:13.000000","0",
"01JDHMWWTG90NYQWJXY3DTKVXA","01JDFEDF008NTA922W12FS7800",SF-01-501,25c689d5e403f573db887138bf149e7454c357a13519f2780b37b5fc98c8b706,スピンフレーム 01,"0","2024-11-25 12:31:46.000000","2024-11-25 12:31:46.000000",213,"2024-11-26 12:37:14.000000"
"01JDHMZBXRMM45M10WMNR4EEZ3","01JDFEDF008NTA922W12FS7800",ES-RG40-5712,6292eb623ea40ca59a3582a001679147da4471af78fc13ddce1f0ecb9ba70ee2,エコシート リジェネレイト,"0","2024-11-25 12:33:07.000000","2024-11-25 12:33:07.000000","0",
"01JDHNCZF8NERVS4JQ6VG3BF3E","01JDFEDF008NTA922W12FS7800",SS-R39-7634,ecc5747b27b9f938dfe64ec5b55d73cd810ca39ebeb92e363677fcbcd42c658f,ステルスシート ROGUE,"0","2024-11-25 12:40:33.000000","2024-11-25 12:40:33.000000",188,"2024-11-26 03:37:05.000000"
"01JDHRZW7GPADFNP0VED7Y36KD","01JDFEDF008NTA922W12FS7800",PA-Z28-3464,9a262fa5b66215680830ef6e8abd02fb8622ebce3baf19709802bc4e450061b9,プレミアムエアチェア ZETA,"0","2024-11-25 13:43:18.000000","2024-11-25 13:43:18.000000",301,"2024-11-26 12:21:48.000000"
"01JDHSK3F0G6XXHKRC0HG191TJ","01JDFEDF008NTA922W12FS7800",FG-C24-5590,793691f95de06cca5972e81a9de770e97d59e425a25583beb39de6ca9b14f73e,風雅（ふうが）チェア,"0","2024-11-25 13:53:48.000000","2024-11-25 13:53:48.000000",102,"2024-11-25 20:24:20.000000"
"01JDHT2QF0VND31ZCFWE9RDZFQ","01JDFEDF008NTA922W12FS7800",FC-CR27-7762,9151eb2c44228a2f10619b38f19c976abcda02d20b5312700211543ce85d6e5f,フューチャーチェア CORE,"0","2024-11-25 14:02:20.000000","2024-11-25 14:02:20.000000",242,"2024-11-26 08:56:57.000000"
"01JDHT62WGS4XFDQPBRKC69TPN","01JDFEDF008NTA922W12FS7800",RZ-07-7355,f82133214706232848d2b0bf8ca212939949280a2e7d5a981c974d60037c739c,リラックス座,"0","2024-11-25 14:04:10.000000","2024-11-25 14:04:10.000000","0",
"01JDHWCTJ0W0RMEW06T75QRER0","01JDFEDF008NTA922W12FS7800",IG-V42-5026,5a47ff58b1160bce4ee7800f1b76cb0025f6f6f01698ef78ff17c90bb7ac1f56,インフィニティ GEAR V,"0","2024-11-25 14:42:48.000000","2024-11-25 14:42:48.000000","0",
"01JDHWSNP8WWQ4KG69729FQB8A","01JDFEDF008NTA922W12FS7800",IG-V42-4177,64103ad38ae330c8099d8f3b8611034799154212d665ecdb64bdda9574837edd,インフィニティ GEAR V,"0","2024-11-25 14:49:49.000000","2024-11-25 14:49:49.000000","0",
